surah_number,surah_name_arabic,surah_name_english,ayah_number,global_ayah_number,text_arabic,juz,manzil,page,ruku,hizb_quarter,sajda
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",1,1,"بِسۡمِ ٱللَّهِ ٱلرَّحۡمَـٰنِ ٱلرَّحِیمِ
",1,1,1,1,1,false
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",2,2,"ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَـٰلَمِینَ
",1,1,1,1,1,false
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",3,3,"ٱلرَّحۡمَـٰنِ ٱلرَّحِیمِ
",1,1,1,1,1,false
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",4,4,"مَـٰلِكِ یَوۡمِ ٱلدِّینِ
",1,1,1,1,1,false
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",5,5,"إِیَّاكَ نَعۡبُدُ وَإِیَّاكَ نَسۡتَعِینُ
",1,1,1,1,1,false
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",6,6,"ٱهۡدِنَا ٱلصِّرَ ٰ⁠طَ ٱلۡمُسۡتَقِیمَ
",1,1,1,1,1,false
1,"سُورَةُ ٱلْفَاتِحَةِ","Al-Faatiha",7,7,"صِرَ ٰ⁠طَ ٱلَّذِینَ أَنۡعَمۡتَ عَلَیۡهِمۡ غَیۡرِ ٱلۡمَغۡضُوبِ عَلَیۡهِمۡ وَلَا ٱلضَّاۤلِّینَ
",1,1,1,1,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",1,8,"بِسۡمِ ٱللَّهِ ٱلرَّحۡمَـٰنِ ٱلرَّحِیمِ الۤمۤ
",1,1,2,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",2,9,"ذَ ٰ⁠لِكَ ٱلۡكِتَـٰبُ لَا رَیۡبَۛ فِیهِۛ هُدࣰى لِّلۡمُتَّقِینَ
",1,1,2,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",3,10,"ٱلَّذِینَ یُؤۡمِنُونَ بِٱلۡغَیۡبِ وَیُقِیمُونَ ٱلصَّلَوٰةَ وَمِمَّا رَزَقۡنَـٰهُمۡ یُنفِقُونَ
",1,1,2,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",4,11,"وَٱلَّذِینَ یُؤۡمِنُونَ بِمَاۤ أُنزِلَ إِلَیۡكَ وَمَاۤ أُنزِلَ مِن قَبۡلِكَ وَبِٱلۡـَٔاخِرَةِ هُمۡ یُوقِنُونَ
",1,1,2,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",5,12,"أُو۟لَـٰۤىِٕكَ عَلَىٰ هُدࣰى مِّن رَّبِّهِمۡۖ وَأُو۟لَـٰۤىِٕكَ هُمُ ٱلۡمُفۡلِحُونَ
",1,1,2,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",6,13,"إِنَّ ٱلَّذِینَ كَفَرُوا۟ سَوَاۤءٌ عَلَیۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا یُؤۡمِنُونَ
",1,1,3,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",7,14,"خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَعَلَىٰ سَمۡعِهِمۡۖ وَعَلَىٰۤ أَبۡصَـٰرِهِمۡ غِشَـٰوَةࣱۖ وَلَهُمۡ عَذَابٌ عَظِیمࣱ
",1,1,3,2,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",8,15,"وَمِنَ ٱلنَّاسِ مَن یَقُولُ ءَامَنَّا بِٱللَّهِ وَبِٱلۡیَوۡمِ ٱلۡـَٔاخِرِ وَمَا هُم بِمُؤۡمِنِینَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",9,16,"یُخَـٰدِعُونَ ٱللَّهَ وَٱلَّذِینَ ءَامَنُوا۟ وَمَا یَخۡدَعُونَ إِلَّاۤ أَنفُسَهُمۡ وَمَا یَشۡعُرُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",10,17,"فِی قُلُوبِهِم مَّرَضࣱ فَزَادَهُمُ ٱللَّهُ مَرَضࣰاۖ وَلَهُمۡ عَذَابٌ أَلِیمُۢ بِمَا كَانُوا۟ یَكۡذِبُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",11,18,"وَإِذَا قِیلَ لَهُمۡ لَا تُفۡسِدُوا۟ فِی ٱلۡأَرۡضِ قَالُوۤا۟ إِنَّمَا نَحۡنُ مُصۡلِحُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",12,19,"أَلَاۤ إِنَّهُمۡ هُمُ ٱلۡمُفۡسِدُونَ وَلَـٰكِن لَّا یَشۡعُرُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",13,20,"وَإِذَا قِیلَ لَهُمۡ ءَامِنُوا۟ كَمَاۤ ءَامَنَ ٱلنَّاسُ قَالُوۤا۟ أَنُؤۡمِنُ كَمَاۤ ءَامَنَ ٱلسُّفَهَاۤءُۗ أَلَاۤ إِنَّهُمۡ هُمُ ٱلسُّفَهَاۤءُ وَلَـٰكِن لَّا یَعۡلَمُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",14,21,"وَإِذَا لَقُوا۟ ٱلَّذِینَ ءَامَنُوا۟ قَالُوۤا۟ ءَامَنَّا وَإِذَا خَلَوۡا۟ إِلَىٰ شَیَـٰطِینِهِمۡ قَالُوۤا۟ إِنَّا مَعَكُمۡ إِنَّمَا نَحۡنُ مُسۡتَهۡزِءُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",15,22,"ٱللَّهُ یَسۡتَهۡزِئُ بِهِمۡ وَیَمُدُّهُمۡ فِی طُغۡیَـٰنِهِمۡ یَعۡمَهُونَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",16,23,"أُو۟لَـٰۤىِٕكَ ٱلَّذِینَ ٱشۡتَرَوُا۟ ٱلضَّلَـٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَـٰرَتُهُمۡ وَمَا كَانُوا۟ مُهۡتَدِینَ
",1,1,3,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",17,24,"مَثَلُهُمۡ كَمَثَلِ ٱلَّذِی ٱسۡتَوۡقَدَ نَارࣰا فَلَمَّاۤ أَضَاۤءَتۡ مَا حَوۡلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمۡ وَتَرَكَهُمۡ فِی ظُلُمَـٰتࣲ لَّا یُبۡصِرُونَ
",1,1,4,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",18,25,"صُمُّۢ بُكۡمٌ عُمۡیࣱ فَهُمۡ لَا یَرۡجِعُونَ
",1,1,4,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",19,26,"أَوۡ كَصَیِّبࣲ مِّنَ ٱلسَّمَاۤءِ فِیهِ ظُلُمَـٰتࣱ وَرَعۡدࣱ وَبَرۡقࣱ یَجۡعَلُونَ أَصَـٰبِعَهُمۡ فِیۤ ءَاذَانِهِم مِّنَ ٱلصَّوَ ٰ⁠عِقِ حَذَرَ ٱلۡمَوۡتِۚ وَٱللَّهُ مُحِیطُۢ بِٱلۡكَـٰفِرِینَ
",1,1,4,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",20,27,"یَكَادُ ٱلۡبَرۡقُ یَخۡطَفُ أَبۡصَـٰرَهُمۡۖ كُلَّمَاۤ أَضَاۤءَ لَهُم مَّشَوۡا۟ فِیهِ وَإِذَاۤ أَظۡلَمَ عَلَیۡهِمۡ قَامُوا۟ۚ وَلَوۡ شَاۤءَ ٱللَّهُ لَذَهَبَ بِسَمۡعِهِمۡ وَأَبۡصَـٰرِهِمۡۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَیۡءࣲ قَدِیرࣱ
",1,1,4,3,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",21,28,"یَـٰۤأَیُّهَا ٱلنَّاسُ ٱعۡبُدُوا۟ رَبَّكُمُ ٱلَّذِی خَلَقَكُمۡ وَٱلَّذِینَ مِن قَبۡلِكُمۡ لَعَلَّكُمۡ تَتَّقُونَ
",1,1,4,4,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",22,29,"ٱلَّذِی جَعَلَ لَكُمُ ٱلۡأَرۡضَ فِرَ ٰ⁠شࣰا وَٱلسَّمَاۤءَ بِنَاۤءࣰ وَأَنزَلَ مِنَ ٱلسَّمَاۤءِ مَاۤءࣰ فَأَخۡرَجَ بِهِۦ مِنَ ٱلثَّمَرَ ٰ⁠تِ رِزۡقࣰا لَّكُمۡۖ فَلَا تَجۡعَلُوا۟ لِلَّهِ أَندَادࣰا وَأَنتُمۡ تَعۡلَمُونَ
",1,1,4,4,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",23,30,"وَإِن كُنتُمۡ فِی رَیۡبࣲ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُوا۟ بِسُورَةࣲ مِّن مِّثۡلِهِۦ وَٱدۡعُوا۟ شُهَدَاۤءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمۡ صَـٰدِقِینَ
",1,1,4,4,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",24,31,"فَإِن لَّمۡ تَفۡعَلُوا۟ وَلَن تَفۡعَلُوا۟ فَٱتَّقُوا۟ ٱلنَّارَ ٱلَّتِی وَقُودُهَا ٱلنَّاسُ وَٱلۡحِجَارَةُۖ أُعِدَّتۡ لِلۡكَـٰفِرِینَ
",1,1,4,4,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",25,32,"وَبَشِّرِ ٱلَّذِینَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ أَنَّ لَهُمۡ جَنَّـٰتࣲ تَجۡرِی مِن تَحۡتِهَا ٱلۡأَنۡهَـٰرُۖ كُلَّمَا رُزِقُوا۟ مِنۡهَا مِن ثَمَرَةࣲ رِّزۡقࣰا قَالُوا۟ هَـٰذَا ٱلَّذِی رُزِقۡنَا مِن قَبۡلُۖ وَأُتُوا۟ بِهِۦ مُتَشَـٰبِهࣰاۖ وَلَهُمۡ فِیهَاۤ أَزۡوَ ٰ⁠جࣱ مُّطَهَّرَةࣱۖ وَهُمۡ فِیهَا خَـٰلِدُونَ
",1,1,5,4,1,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",26,33,"۞ إِنَّ ٱللَّهَ لَا یَسۡتَحۡیِۦۤ أَن یَضۡرِبَ مَثَلࣰا مَّا بَعُوضَةࣰ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِینَ ءَامَنُوا۟ فَیَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِینَ كَفَرُوا۟ فَیَقُولُونَ مَاذَاۤ أَرَادَ ٱللَّهُ بِهَـٰذَا مَثَلࣰاۘ یُضِلُّ بِهِۦ كَثِیرࣰا وَیَهۡدِی بِهِۦ كَثِیرࣰاۚ وَمَا یُضِلُّ بِهِۦۤ إِلَّا ٱلۡفَـٰسِقِینَ
",1,1,5,4,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",27,34,"ٱلَّذِینَ یَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِیثَـٰقِهِۦ وَیَقۡطَعُونَ مَاۤ أَمَرَ ٱللَّهُ بِهِۦۤ أَن یُوصَلَ وَیُفۡسِدُونَ فِی ٱلۡأَرۡضِۚ أُو۟لَـٰۤىِٕكَ هُمُ ٱلۡخَـٰسِرُونَ
",1,1,5,4,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",28,35,"كَیۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَ ٰ⁠تࣰا فَأَحۡیَـٰكُمۡۖ ثُمَّ یُمِیتُكُمۡ ثُمَّ یُحۡیِیكُمۡ ثُمَّ إِلَیۡهِ تُرۡجَعُونَ
",1,1,5,4,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",29,36,"هُوَ ٱلَّذِی خَلَقَ لَكُم مَّا فِی ٱلۡأَرۡضِ جَمِیعࣰا ثُمَّ ٱسۡتَوَىٰۤ إِلَى ٱلسَّمَاۤءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَـٰوَ ٰ⁠تࣲۚ وَهُوَ بِكُلِّ شَیۡءٍ عَلِیمࣱ
",1,1,5,4,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",30,37,"وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَـٰۤىِٕكَةِ إِنِّی جَاعِلࣱ فِی ٱلۡأَرۡضِ خَلِیفَةࣰۖ قَالُوۤا۟ أَتَجۡعَلُ فِیهَا مَن یُفۡسِدُ فِیهَا وَیَسۡفِكُ ٱلدِّمَاۤءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّیۤ أَعۡلَمُ مَا لَا تَعۡلَمُونَ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",31,38,"وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَاۤءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَـٰۤىِٕكَةِ فَقَالَ أَنۢبِـُٔونِی بِأَسۡمَاۤءِ هَـٰۤؤُلَاۤءِ إِن كُنتُمۡ صَـٰدِقِینَ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",32,39,"قَالُوا۟ سُبۡحَـٰنَكَ لَا عِلۡمَ لَنَاۤ إِلَّا مَا عَلَّمۡتَنَاۤۖ إِنَّكَ أَنتَ ٱلۡعَلِیمُ ٱلۡحَكِیمُ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",33,40,"قَالَ یَـٰۤـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَاۤىِٕهِمۡۖ فَلَمَّاۤ أَنۢبَأَهُم بِأَسۡمَاۤىِٕهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّیۤ أَعۡلَمُ غَیۡبَ ٱلسَّمَـٰوَ ٰ⁠تِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",34,41,"وَإِذۡ قُلۡنَا لِلۡمَلَـٰۤىِٕكَةِ ٱسۡجُدُوا۟ لِـَٔادَمَ فَسَجَدُوۤا۟ إِلَّاۤ إِبۡلِیسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَـٰفِرِینَ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",35,42,"وَقُلۡنَا یَـٰۤـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَیۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَـٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّـٰلِمِینَ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",36,43,"فَأَزَلَّهُمَا ٱلشَّیۡطَـٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِیهِۖ وَقُلۡنَا ٱهۡبِطُوا۟ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوࣱّۖ وَلَكُمۡ فِی ٱلۡأَرۡضِ مُسۡتَقَرࣱّ وَمَتَـٰعٌ إِلَىٰ حِینࣲ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",37,44,"فَتَلَقَّىٰۤ ءَادَمُ مِن رَّبِّهِۦ كَلِمَـٰتࣲ فَتَابَ عَلَیۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِیمُ
",1,1,6,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",38,45,"قُلۡنَا ٱهۡبِطُوا۟ مِنۡهَا جَمِیعࣰاۖ فَإِمَّا یَأۡتِیَنَّكُم مِّنِّی هُدࣰى فَمَن تَبِعَ هُدَایَ فَلَا خَوۡفٌ عَلَیۡهِمۡ وَلَا هُمۡ یَحۡزَنُونَ
",1,1,7,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",39,46,"وَٱلَّذِینَ كَفَرُوا۟ وَكَذَّبُوا۟ بِـَٔایَـٰتِنَاۤ أُو۟لَـٰۤىِٕكَ أَصۡحَـٰبُ ٱلنَّارِۖ هُمۡ فِیهَا خَـٰلِدُونَ
",1,1,7,5,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",40,47,"یَـٰبَنِیۤ إِسۡرَ ٰ⁠ۤءِیلَ ٱذۡكُرُوا۟ نِعۡمَتِیَ ٱلَّتِیۤ أَنۡعَمۡتُ عَلَیۡكُمۡ وَأَوۡفُوا۟ بِعَهۡدِیۤ أُوفِ بِعَهۡدِكُمۡ وَإِیَّـٰیَ فَٱرۡهَبُونِ
",1,1,7,6,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",41,48,"وَءَامِنُوا۟ بِمَاۤ أَنزَلۡتُ مُصَدِّقࣰا لِّمَا مَعَكُمۡ وَلَا تَكُونُوۤا۟ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُوا۟ بِـَٔایَـٰتِی ثَمَنࣰا قَلِیلࣰا وَإِیَّـٰیَ فَٱتَّقُونِ
",1,1,7,6,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",42,49,"وَلَا تَلۡبِسُوا۟ ٱلۡحَقَّ بِٱلۡبَـٰطِلِ وَتَكۡتُمُوا۟ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ
",1,1,7,6,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",43,50,"وَأَقِیمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَٱرۡكَعُوا۟ مَعَ ٱلرَّ ٰ⁠كِعِینَ
",1,1,7,6,2,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",44,51,"۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَـٰبَۚ أَفَلَا تَعۡقِلُونَ
",1,1,7,6,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",45,52,"وَٱسۡتَعِینُوا۟ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِیرَةٌ إِلَّا عَلَى ٱلۡخَـٰشِعِینَ
",1,1,7,6,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",46,53,"ٱلَّذِینَ یَظُنُّونَ أَنَّهُم مُّلَـٰقُوا۟ رَبِّهِمۡ وَأَنَّهُمۡ إِلَیۡهِ رَ ٰ⁠جِعُونَ
",1,1,7,6,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",47,54,"یَـٰبَنِیۤ إِسۡرَ ٰ⁠ۤءِیلَ ٱذۡكُرُوا۟ نِعۡمَتِیَ ٱلَّتِیۤ أَنۡعَمۡتُ عَلَیۡكُمۡ وَأَنِّی فَضَّلۡتُكُمۡ عَلَى ٱلۡعَـٰلَمِینَ
",1,1,7,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",48,55,"وَٱتَّقُوا۟ یَوۡمࣰا لَّا تَجۡزِی نَفۡسٌ عَن نَّفۡسࣲ شَیۡـࣰٔا وَلَا یُقۡبَلُ مِنۡهَا شَفَـٰعَةࣱ وَلَا یُؤۡخَذُ مِنۡهَا عَدۡلࣱ وَلَا هُمۡ یُنصَرُونَ
",1,1,7,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",49,56,"وَإِذۡ نَجَّیۡنَـٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ یَسُومُونَكُمۡ سُوۤءَ ٱلۡعَذَابِ یُذَبِّحُونَ أَبۡنَاۤءَكُمۡ وَیَسۡتَحۡیُونَ نِسَاۤءَكُمۡۚ وَفِی ذَ ٰ⁠لِكُم بَلَاۤءࣱ مِّن رَّبِّكُمۡ عَظِیمࣱ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",50,57,"وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَیۡنَـٰكُمۡ وَأَغۡرَقۡنَاۤ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",51,58,"وَإِذۡ وَ ٰ⁠عَدۡنَا مُوسَىٰۤ أَرۡبَعِینَ لَیۡلَةࣰ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَـٰلِمُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",52,59,"ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَ ٰ⁠لِكَ لَعَلَّكُمۡ تَشۡكُرُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",53,60,"وَإِذۡ ءَاتَیۡنَا مُوسَى ٱلۡكِتَـٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",54,61,"وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ یَـٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوۤا۟ إِلَىٰ بَارِىِٕكُمۡ فَٱقۡتُلُوۤا۟ أَنفُسَكُمۡ ذَ ٰ⁠لِكُمۡ خَیۡرࣱ لَّكُمۡ عِندَ بَارِىِٕكُمۡ فَتَابَ عَلَیۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِیمُ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",55,62,"وَإِذۡ قُلۡتُمۡ یَـٰمُوسَىٰ لَن نُّؤۡمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهۡرَةࣰ فَأَخَذَتۡكُمُ ٱلصَّـٰعِقَةُ وَأَنتُمۡ تَنظُرُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",56,63,"ثُمَّ بَعَثۡنَـٰكُم مِّنۢ بَعۡدِ مَوۡتِكُمۡ لَعَلَّكُمۡ تَشۡكُرُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",57,64,"وَظَلَّلۡنَا عَلَیۡكُمُ ٱلۡغَمَامَ وَأَنزَلۡنَا عَلَیۡكُمُ ٱلۡمَنَّ وَٱلسَّلۡوَىٰۖ كُلُوا۟ مِن طَیِّبَـٰتِ مَا رَزَقۡنَـٰكُمۡۚ وَمَا ظَلَمُونَا وَلَـٰكِن كَانُوۤا۟ أَنفُسَهُمۡ یَظۡلِمُونَ
",1,1,8,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",58,65,"وَإِذۡ قُلۡنَا ٱدۡخُلُوا۟ هَـٰذِهِ ٱلۡقَرۡیَةَ فَكُلُوا۟ مِنۡهَا حَیۡثُ شِئۡتُمۡ رَغَدࣰا وَٱدۡخُلُوا۟ ٱلۡبَابَ سُجَّدࣰا وَقُولُوا۟ حِطَّةࣱ نَّغۡفِرۡ لَكُمۡ خَطَـٰیَـٰكُمۡۚ وَسَنَزِیدُ ٱلۡمُحۡسِنِینَ
",1,1,9,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",59,66,"فَبَدَّلَ ٱلَّذِینَ ظَلَمُوا۟ قَوۡلًا غَیۡرَ ٱلَّذِی قِیلَ لَهُمۡ فَأَنزَلۡنَا عَلَى ٱلَّذِینَ ظَلَمُوا۟ رِجۡزࣰا مِّنَ ٱلسَّمَاۤءِ بِمَا كَانُوا۟ یَفۡسُقُونَ
",1,1,9,7,3,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",60,67,"۞ وَإِذِ ٱسۡتَسۡقَىٰ مُوسَىٰ لِقَوۡمِهِۦ فَقُلۡنَا ٱضۡرِب بِّعَصَاكَ ٱلۡحَجَرَۖ فَٱنفَجَرَتۡ مِنۡهُ ٱثۡنَتَا عَشۡرَةَ عَیۡنࣰاۖ قَدۡ عَلِمَ كُلُّ أُنَاسࣲ مَّشۡرَبَهُمۡۖ كُلُوا۟ وَٱشۡرَبُوا۟ مِن رِّزۡقِ ٱللَّهِ وَلَا تَعۡثَوۡا۟ فِی ٱلۡأَرۡضِ مُفۡسِدِینَ
",1,1,9,8,4,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",61,68,"وَإِذۡ قُلۡتُمۡ یَـٰمُوسَىٰ لَن نَّصۡبِرَ عَلَىٰ طَعَامࣲ وَ ٰ⁠حِدࣲ فَٱدۡعُ لَنَا رَبَّكَ یُخۡرِجۡ لَنَا مِمَّا تُنۢبِتُ ٱلۡأَرۡضُ مِنۢ بَقۡلِهَا وَقِثَّاۤىِٕهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَاۖ قَالَ أَتَسۡتَبۡدِلُونَ ٱلَّذِی هُوَ أَدۡنَىٰ بِٱلَّذِی هُوَ خَیۡرٌۚ ٱهۡبِطُوا۟ مِصۡرࣰا فَإِنَّ لَكُم مَّا سَأَلۡتُمۡۗ وَضُرِبَتۡ عَلَیۡهِمُ ٱلذِّلَّةُ وَٱلۡمَسۡكَنَةُ وَبَاۤءُو بِغَضَبࣲ مِّنَ ٱللَّهِۗ ذَ ٰ⁠لِكَ بِأَنَّهُمۡ كَانُوا۟ یَكۡفُرُونَ بِـَٔایَـٰتِ ٱللَّهِ وَیَقۡتُلُونَ ٱلنَّبِیِّـۧنَ بِغَیۡرِ ٱلۡحَقِّۗ ذَ ٰ⁠لِكَ بِمَا عَصَوا۟ وَّكَانُوا۟ یَعۡتَدُونَ
",1,1,9,8,4,false
2,"سُورَةُ البَقَرَةِ","Al-Baqara",62,69,"إِنَّ ٱلَّذِینَ ءَامَنُوا۟ وَٱلَّذِینَ هَادُوا۟ وَٱلنَّصَـٰرَىٰ وَٱلصَّـٰبِـِٔینَ مَنۡ ءَامَنَ بِٱللَّهِ وَٱلۡیَوۡمِ ٱلۡـَٔاخِرِ وَعَمِلَ صَـٰلِحࣰا فَلَهُمۡ أَجۡرُهُمۡ عِندَ رَبِّهِمۡ وَلَا خَوۡفٌ عَلَیۡهِمۡ وَلَا هُمۡ یَحۡزَنُونَ
",1,1,10,9,4,false
