surah_number,surah_name_arabic,surah_name_english,ayah_number,global_ayah_number,text_arabic,juz,manzil,page,ruku,hizb_quarter,sajda
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",93,882,"وَمَنۡ أَظۡلَمُ مِمَّنِ ٱفۡتَرَىٰ عَلَى ٱللَّهِ كَذِبًا أَوۡ قَالَ أُوحِیَ إِلَیَّ وَلَمۡ یُوحَ إِلَیۡهِ شَیۡءࣱ وَمَن قَالَ سَأُنزِلُ مِثۡلَ مَاۤ أَنزَلَ ٱللَّهُۗ وَلَوۡ تَرَىٰۤ إِذِ ٱلظَّـٰلِمُونَ فِی غَمَرَ ٰ⁠تِ ٱلۡمَوۡتِ وَٱلۡمَلَـٰۤىِٕكَةُ بَاسِطُوۤا۟ أَیۡدِیهِمۡ أَخۡرِجُوۤا۟ أَنفُسَكُمُۖ ٱلۡیَوۡمَ تُجۡزَوۡنَ عَذَابَ ٱلۡهُونِ بِمَا كُنتُمۡ تَقُولُونَ عَلَى ٱللَّهِ غَیۡرَ ٱلۡحَقِّ وَكُنتُمۡ عَنۡ ءَایَـٰتِهِۦ تَسۡتَكۡبِرُونَ
",7,2,139,112,55,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",94,883,"وَلَقَدۡ جِئۡتُمُونَا فُرَ ٰ⁠دَىٰ كَمَا خَلَقۡنَـٰكُمۡ أَوَّلَ مَرَّةࣲ وَتَرَكۡتُم مَّا خَوَّلۡنَـٰكُمۡ وَرَاۤءَ ظُهُورِكُمۡۖ وَمَا نَرَىٰ مَعَكُمۡ شُفَعَاۤءَكُمُ ٱلَّذِینَ زَعَمۡتُمۡ أَنَّهُمۡ فِیكُمۡ شُرَكَـٰۤؤُا۟ۚ لَقَد تَّقَطَّعَ بَیۡنَكُمۡ وَضَلَّ عَنكُم مَّا كُنتُمۡ تَزۡعُمُونَ
",7,2,139,112,55,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",95,884,"۞ إِنَّ ٱللَّهَ فَالِقُ ٱلۡحَبِّ وَٱلنَّوَىٰۖ یُخۡرِجُ ٱلۡحَیَّ مِنَ ٱلۡمَیِّتِ وَمُخۡرِجُ ٱلۡمَیِّتِ مِنَ ٱلۡحَیِّۚ ذَ ٰ⁠لِكُمُ ٱللَّهُۖ فَأَنَّىٰ تُؤۡفَكُونَ
",7,2,140,113,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",96,885,"فَالِقُ ٱلۡإِصۡبَاحِ وَجَعَلَ ٱلَّیۡلَ سَكَنࣰا وَٱلشَّمۡسَ وَٱلۡقَمَرَ حُسۡبَانࣰاۚ ذَ ٰ⁠لِكَ تَقۡدِیرُ ٱلۡعَزِیزِ ٱلۡعَلِیمِ
",7,2,140,113,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",97,886,"وَهُوَ ٱلَّذِی جَعَلَ لَكُمُ ٱلنُّجُومَ لِتَهۡتَدُوا۟ بِهَا فِی ظُلُمَـٰتِ ٱلۡبَرِّ وَٱلۡبَحۡرِۗ قَدۡ فَصَّلۡنَا ٱلۡـَٔایَـٰتِ لِقَوۡمࣲ یَعۡلَمُونَ
",7,2,140,113,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",98,887,"وَهُوَ ٱلَّذِیۤ أَنشَأَكُم مِّن نَّفۡسࣲ وَ ٰ⁠حِدَةࣲ فَمُسۡتَقَرࣱّ وَمُسۡتَوۡدَعࣱۗ قَدۡ فَصَّلۡنَا ٱلۡـَٔایَـٰتِ لِقَوۡمࣲ یَفۡقَهُونَ
",7,2,140,113,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",99,888,"وَهُوَ ٱلَّذِیۤ أَنزَلَ مِنَ ٱلسَّمَاۤءِ مَاۤءࣰ فَأَخۡرَجۡنَا بِهِۦ نَبَاتَ كُلِّ شَیۡءࣲ فَأَخۡرَجۡنَا مِنۡهُ خَضِرࣰا نُّخۡرِجُ مِنۡهُ حَبࣰّا مُّتَرَاكِبࣰا وَمِنَ ٱلنَّخۡلِ مِن طَلۡعِهَا قِنۡوَانࣱ دَانِیَةࣱ وَجَنَّـٰتࣲ مِّنۡ أَعۡنَابࣲ وَٱلزَّیۡتُونَ وَٱلرُّمَّانَ مُشۡتَبِهࣰا وَغَیۡرَ مُتَشَـٰبِهٍۗ ٱنظُرُوۤا۟ إِلَىٰ ثَمَرِهِۦۤ إِذَاۤ أَثۡمَرَ وَیَنۡعِهِۦۤۚ إِنَّ فِی ذَ ٰ⁠لِكُمۡ لَـَٔایَـٰتࣲ لِّقَوۡمࣲ یُؤۡمِنُونَ
",7,2,140,113,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",100,889,"وَجَعَلُوا۟ لِلَّهِ شُرَكَاۤءَ ٱلۡجِنَّ وَخَلَقَهُمۡۖ وَخَرَقُوا۟ لَهُۥ بَنِینَ وَبَنَـٰتِۭ بِغَیۡرِ عِلۡمࣲۚ سُبۡحَـٰنَهُۥ وَتَعَـٰلَىٰ عَمَّا یَصِفُونَ
",7,2,140,113,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",101,890,"بَدِیعُ ٱلسَّمَـٰوَ ٰ⁠تِ وَٱلۡأَرۡضِۖ أَنَّىٰ یَكُونُ لَهُۥ وَلَدࣱ وَلَمۡ تَكُن لَّهُۥ صَـٰحِبَةࣱۖ وَخَلَقَ كُلَّ شَیۡءࣲۖ وَهُوَ بِكُلِّ شَیۡءٍ عَلِیمࣱ
",7,2,140,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",102,891,"ذَ ٰ⁠لِكُمُ ٱللَّهُ رَبُّكُمۡۖ لَاۤ إِلَـٰهَ إِلَّا هُوَۖ خَـٰلِقُ كُلِّ شَیۡءࣲ فَٱعۡبُدُوهُۚ وَهُوَ عَلَىٰ كُلِّ شَیۡءࣲ وَكِیلࣱ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",103,892,"لَّا تُدۡرِكُهُ ٱلۡأَبۡصَـٰرُ وَهُوَ یُدۡرِكُ ٱلۡأَبۡصَـٰرَۖ وَهُوَ ٱللَّطِیفُ ٱلۡخَبِیرُ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",104,893,"قَدۡ جَاۤءَكُم بَصَاۤىِٕرُ مِن رَّبِّكُمۡۖ فَمَنۡ أَبۡصَرَ فَلِنَفۡسِهِۦۖ وَمَنۡ عَمِیَ فَعَلَیۡهَاۚ وَمَاۤ أَنَا۠ عَلَیۡكُم بِحَفِیظࣲ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",105,894,"وَكَذَ ٰ⁠لِكَ نُصَرِّفُ ٱلۡـَٔایَـٰتِ وَلِیَقُولُوا۟ دَرَسۡتَ وَلِنُبَیِّنَهُۥ لِقَوۡمࣲ یَعۡلَمُونَ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",106,895,"ٱتَّبِعۡ مَاۤ أُوحِیَ إِلَیۡكَ مِن رَّبِّكَۖ لَاۤ إِلَـٰهَ إِلَّا هُوَۖ وَأَعۡرِضۡ عَنِ ٱلۡمُشۡرِكِینَ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",107,896,"وَلَوۡ شَاۤءَ ٱللَّهُ مَاۤ أَشۡرَكُوا۟ۗ وَمَا جَعَلۡنَـٰكَ عَلَیۡهِمۡ حَفِیظࣰاۖ وَمَاۤ أَنتَ عَلَیۡهِم بِوَكِیلࣲ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",108,897,"وَلَا تَسُبُّوا۟ ٱلَّذِینَ یَدۡعُونَ مِن دُونِ ٱللَّهِ فَیَسُبُّوا۟ ٱللَّهَ عَدۡوَۢا بِغَیۡرِ عِلۡمࣲۗ كَذَ ٰ⁠لِكَ زَیَّنَّا لِكُلِّ أُمَّةٍ عَمَلَهُمۡ ثُمَّ إِلَىٰ رَبِّهِم مَّرۡجِعُهُمۡ فَیُنَبِّئُهُم بِمَا كَانُوا۟ یَعۡمَلُونَ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",109,898,"وَأَقۡسَمُوا۟ بِٱللَّهِ جَهۡدَ أَیۡمَـٰنِهِمۡ لَىِٕن جَاۤءَتۡهُمۡ ءَایَةࣱ لَّیُؤۡمِنُنَّ بِهَاۚ قُلۡ إِنَّمَا ٱلۡـَٔایَـٰتُ عِندَ ٱللَّهِۖ وَمَا یُشۡعِرُكُمۡ أَنَّهَاۤ إِذَا جَاۤءَتۡ لَا یُؤۡمِنُونَ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",110,899,"وَنُقَلِّبُ أَفۡـِٔدَتَهُمۡ وَأَبۡصَـٰرَهُمۡ كَمَا لَمۡ یُؤۡمِنُوا۟ بِهِۦۤ أَوَّلَ مَرَّةࣲ وَنَذَرُهُمۡ فِی طُغۡیَـٰنِهِمۡ یَعۡمَهُونَ
",7,2,141,114,56,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",111,900,"۞ وَلَوۡ أَنَّنَا نَزَّلۡنَاۤ إِلَیۡهِمُ ٱلۡمَلَـٰۤىِٕكَةَ وَكَلَّمَهُمُ ٱلۡمَوۡتَىٰ وَحَشَرۡنَا عَلَیۡهِمۡ كُلَّ شَیۡءࣲ قُبُلࣰا مَّا كَانُوا۟ لِیُؤۡمِنُوۤا۟ إِلَّاۤ أَن یَشَاۤءَ ٱللَّهُ وَلَـٰكِنَّ أَكۡثَرَهُمۡ یَجۡهَلُونَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",112,901,"وَكَذَ ٰ⁠لِكَ جَعَلۡنَا لِكُلِّ نَبِیٍّ عَدُوࣰّا شَیَـٰطِینَ ٱلۡإِنسِ وَٱلۡجِنِّ یُوحِی بَعۡضُهُمۡ إِلَىٰ بَعۡضࣲ زُخۡرُفَ ٱلۡقَوۡلِ غُرُورࣰاۚ وَلَوۡ شَاۤءَ رَبُّكَ مَا فَعَلُوهُۖ فَذَرۡهُمۡ وَمَا یَفۡتَرُونَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",113,902,"وَلِتَصۡغَىٰۤ إِلَیۡهِ أَفۡـِٔدَةُ ٱلَّذِینَ لَا یُؤۡمِنُونَ بِٱلۡـَٔاخِرَةِ وَلِیَرۡضَوۡهُ وَلِیَقۡتَرِفُوا۟ مَا هُم مُّقۡتَرِفُونَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",114,903,"أَفَغَیۡرَ ٱللَّهِ أَبۡتَغِی حَكَمࣰا وَهُوَ ٱلَّذِیۤ أَنزَلَ إِلَیۡكُمُ ٱلۡكِتَـٰبَ مُفَصَّلࣰاۚ وَٱلَّذِینَ ءَاتَیۡنَـٰهُمُ ٱلۡكِتَـٰبَ یَعۡلَمُونَ أَنَّهُۥ مُنَزَّلࣱ مِّن رَّبِّكَ بِٱلۡحَقِّۖ فَلَا تَكُونَنَّ مِنَ ٱلۡمُمۡتَرِینَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",115,904,"وَتَمَّتۡ كَلِمَتُ رَبِّكَ صِدۡقࣰا وَعَدۡلࣰاۚ لَّا مُبَدِّلَ لِكَلِمَـٰتِهِۦۚ وَهُوَ ٱلسَّمِیعُ ٱلۡعَلِیمُ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",116,905,"وَإِن تُطِعۡ أَكۡثَرَ مَن فِی ٱلۡأَرۡضِ یُضِلُّوكَ عَن سَبِیلِ ٱللَّهِۚ إِن یَتَّبِعُونَ إِلَّا ٱلظَّنَّ وَإِنۡ هُمۡ إِلَّا یَخۡرُصُونَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",117,906,"إِنَّ رَبَّكَ هُوَ أَعۡلَمُ مَن یَضِلُّ عَن سَبِیلِهِۦۖ وَهُوَ أَعۡلَمُ بِٱلۡمُهۡتَدِینَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",118,907,"فَكُلُوا۟ مِمَّا ذُكِرَ ٱسۡمُ ٱللَّهِ عَلَیۡهِ إِن كُنتُم بِـَٔایَـٰتِهِۦ مُؤۡمِنِینَ
",8,2,142,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",119,908,"وَمَا لَكُمۡ أَلَّا تَأۡكُلُوا۟ مِمَّا ذُكِرَ ٱسۡمُ ٱللَّهِ عَلَیۡهِ وَقَدۡ فَصَّلَ لَكُم مَّا حَرَّمَ عَلَیۡكُمۡ إِلَّا مَا ٱضۡطُرِرۡتُمۡ إِلَیۡهِۗ وَإِنَّ كَثِیرࣰا لَّیُضِلُّونَ بِأَهۡوَاۤىِٕهِم بِغَیۡرِ عِلۡمٍۚ إِنَّ رَبَّكَ هُوَ أَعۡلَمُ بِٱلۡمُعۡتَدِینَ
",8,2,143,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",120,909,"وَذَرُوا۟ ظَـٰهِرَ ٱلۡإِثۡمِ وَبَاطِنَهُۥۤۚ إِنَّ ٱلَّذِینَ یَكۡسِبُونَ ٱلۡإِثۡمَ سَیُجۡزَوۡنَ بِمَا كَانُوا۟ یَقۡتَرِفُونَ
",8,2,143,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",121,910,"وَلَا تَأۡكُلُوا۟ مِمَّا لَمۡ یُذۡكَرِ ٱسۡمُ ٱللَّهِ عَلَیۡهِ وَإِنَّهُۥ لَفِسۡقࣱۗ وَإِنَّ ٱلشَّیَـٰطِینَ لَیُوحُونَ إِلَىٰۤ أَوۡلِیَاۤىِٕهِمۡ لِیُجَـٰدِلُوكُمۡۖ وَإِنۡ أَطَعۡتُمُوهُمۡ إِنَّكُمۡ لَمُشۡرِكُونَ
",8,2,143,115,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",122,911,"أَوَمَن كَانَ مَیۡتࣰا فَأَحۡیَیۡنَـٰهُ وَجَعَلۡنَا لَهُۥ نُورࣰا یَمۡشِی بِهِۦ فِی ٱلنَّاسِ كَمَن مَّثَلُهُۥ فِی ٱلظُّلُمَـٰتِ لَیۡسَ بِخَارِجࣲ مِّنۡهَاۚ كَذَ ٰ⁠لِكَ زُیِّنَ لِلۡكَـٰفِرِینَ مَا كَانُوا۟ یَعۡمَلُونَ
",8,2,143,116,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",123,912,"وَكَذَ ٰ⁠لِكَ جَعَلۡنَا فِی كُلِّ قَرۡیَةٍ أَكَـٰبِرَ مُجۡرِمِیهَا لِیَمۡكُرُوا۟ فِیهَاۖ وَمَا یَمۡكُرُونَ إِلَّا بِأَنفُسِهِمۡ وَمَا یَشۡعُرُونَ
",8,2,143,116,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",124,913,"وَإِذَا جَاۤءَتۡهُمۡ ءَایَةࣱ قَالُوا۟ لَن نُّؤۡمِنَ حَتَّىٰ نُؤۡتَىٰ مِثۡلَ مَاۤ أُوتِیَ رُسُلُ ٱللَّهِۘ ٱللَّهُ أَعۡلَمُ حَیۡثُ یَجۡعَلُ رِسَالَتَهُۥۗ سَیُصِیبُ ٱلَّذِینَ أَجۡرَمُوا۟ صَغَارٌ عِندَ ٱللَّهِ وَعَذَابࣱ شَدِیدُۢ بِمَا كَانُوا۟ یَمۡكُرُونَ
",8,2,143,116,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",125,914,"فَمَن یُرِدِ ٱللَّهُ أَن یَهۡدِیَهُۥ یَشۡرَحۡ صَدۡرَهُۥ لِلۡإِسۡلَـٰمِۖ وَمَن یُرِدۡ أَن یُضِلَّهُۥ یَجۡعَلۡ صَدۡرَهُۥ ضَیِّقًا حَرَجࣰا كَأَنَّمَا یَصَّعَّدُ فِی ٱلسَّمَاۤءِۚ كَذَ ٰ⁠لِكَ یَجۡعَلُ ٱللَّهُ ٱلرِّجۡسَ عَلَى ٱلَّذِینَ لَا یُؤۡمِنُونَ
",8,2,144,116,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",126,915,"وَهَـٰذَا صِرَ ٰ⁠طُ رَبِّكَ مُسۡتَقِیمࣰاۗ قَدۡ فَصَّلۡنَا ٱلۡـَٔایَـٰتِ لِقَوۡمࣲ یَذَّكَّرُونَ
",8,2,144,116,57,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",127,916,"۞ لَهُمۡ دَارُ ٱلسَّلَـٰمِ عِندَ رَبِّهِمۡۖ وَهُوَ وَلِیُّهُم بِمَا كَانُوا۟ یَعۡمَلُونَ
",8,2,144,116,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",128,917,"وَیَوۡمَ یَحۡشُرُهُمۡ جَمِیعࣰا یَـٰمَعۡشَرَ ٱلۡجِنِّ قَدِ ٱسۡتَكۡثَرۡتُم مِّنَ ٱلۡإِنسِۖ وَقَالَ أَوۡلِیَاۤؤُهُم مِّنَ ٱلۡإِنسِ رَبَّنَا ٱسۡتَمۡتَعَ بَعۡضُنَا بِبَعۡضࣲ وَبَلَغۡنَاۤ أَجَلَنَا ٱلَّذِیۤ أَجَّلۡتَ لَنَاۚ قَالَ ٱلنَّارُ مَثۡوَىٰكُمۡ خَـٰلِدِینَ فِیهَاۤ إِلَّا مَا شَاۤءَ ٱللَّهُۗ إِنَّ رَبَّكَ حَكِیمٌ عَلِیمࣱ
",8,2,144,116,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",129,918,"وَكَذَ ٰ⁠لِكَ نُوَلِّی بَعۡضَ ٱلظَّـٰلِمِینَ بَعۡضَۢا بِمَا كَانُوا۟ یَكۡسِبُونَ
",8,2,144,116,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",130,919,"یَـٰمَعۡشَرَ ٱلۡجِنِّ وَٱلۡإِنسِ أَلَمۡ یَأۡتِكُمۡ رُسُلࣱ مِّنكُمۡ یَقُصُّونَ عَلَیۡكُمۡ ءَایَـٰتِی وَیُنذِرُونَكُمۡ لِقَاۤءَ یَوۡمِكُمۡ هَـٰذَاۚ قَالُوا۟ شَهِدۡنَا عَلَىٰۤ أَنفُسِنَاۖ وَغَرَّتۡهُمُ ٱلۡحَیَوٰةُ ٱلدُّنۡیَا وَشَهِدُوا۟ عَلَىٰۤ أَنفُسِهِمۡ أَنَّهُمۡ كَانُوا۟ كَـٰفِرِینَ
",8,2,144,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",131,920,"ذَ ٰ⁠لِكَ أَن لَّمۡ یَكُن رَّبُّكَ مُهۡلِكَ ٱلۡقُرَىٰ بِظُلۡمࣲ وَأَهۡلُهَا غَـٰفِلُونَ
",8,2,144,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",132,921,"وَلِكُلࣲّ دَرَجَـٰتࣱ مِّمَّا عَمِلُوا۟ۚ وَمَا رَبُّكَ بِغَـٰفِلٍ عَمَّا یَعۡمَلُونَ
",8,2,145,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",133,922,"وَرَبُّكَ ٱلۡغَنِیُّ ذُو ٱلرَّحۡمَةِۚ إِن یَشَأۡ یُذۡهِبۡكُمۡ وَیَسۡتَخۡلِفۡ مِنۢ بَعۡدِكُم مَّا یَشَاۤءُ كَمَاۤ أَنشَأَكُم مِّن ذُرِّیَّةِ قَوۡمٍ ءَاخَرِینَ
",8,2,145,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",134,923,"إِنَّ مَا تُوعَدُونَ لَـَٔاتࣲۖ وَمَاۤ أَنتُم بِمُعۡجِزِینَ
",8,2,145,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",135,924,"قُلۡ یَـٰقَوۡمِ ٱعۡمَلُوا۟ عَلَىٰ مَكَانَتِكُمۡ إِنِّی عَامِلࣱۖ فَسَوۡفَ تَعۡلَمُونَ مَن تَكُونُ لَهُۥ عَـٰقِبَةُ ٱلدَّارِۚ إِنَّهُۥ لَا یُفۡلِحُ ٱلظَّـٰلِمُونَ
",8,2,145,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",136,925,"وَجَعَلُوا۟ لِلَّهِ مِمَّا ذَرَأَ مِنَ ٱلۡحَرۡثِ وَٱلۡأَنۡعَـٰمِ نَصِیبࣰا فَقَالُوا۟ هَـٰذَا لِلَّهِ بِزَعۡمِهِمۡ وَهَـٰذَا لِشُرَكَاۤىِٕنَاۖ فَمَا كَانَ لِشُرَكَاۤىِٕهِمۡ فَلَا یَصِلُ إِلَى ٱللَّهِۖ وَمَا كَانَ لِلَّهِ فَهُوَ یَصِلُ إِلَىٰ شُرَكَاۤىِٕهِمۡۗ سَاۤءَ مَا یَحۡكُمُونَ
",8,2,145,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",137,926,"وَكَذَ ٰ⁠لِكَ زَیَّنَ لِكَثِیرࣲ مِّنَ ٱلۡمُشۡرِكِینَ قَتۡلَ أَوۡلَـٰدِهِمۡ شُرَكَاۤؤُهُمۡ لِیُرۡدُوهُمۡ وَلِیَلۡبِسُوا۟ عَلَیۡهِمۡ دِینَهُمۡۖ وَلَوۡ شَاۤءَ ٱللَّهُ مَا فَعَلُوهُۖ فَذَرۡهُمۡ وَمَا یَفۡتَرُونَ
",8,2,145,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",138,927,"وَقَالُوا۟ هَـٰذِهِۦۤ أَنۡعَـٰمࣱ وَحَرۡثٌ حِجۡرࣱ لَّا یَطۡعَمُهَاۤ إِلَّا مَن نَّشَاۤءُ بِزَعۡمِهِمۡ وَأَنۡعَـٰمٌ حُرِّمَتۡ ظُهُورُهَا وَأَنۡعَـٰمࣱ لَّا یَذۡكُرُونَ ٱسۡمَ ٱللَّهِ عَلَیۡهَا ٱفۡتِرَاۤءً عَلَیۡهِۚ سَیَجۡزِیهِم بِمَا كَانُوا۟ یَفۡتَرُونَ
",8,2,146,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",139,928,"وَقَالُوا۟ مَا فِی بُطُونِ هَـٰذِهِ ٱلۡأَنۡعَـٰمِ خَالِصَةࣱ لِّذُكُورِنَا وَمُحَرَّمٌ عَلَىٰۤ أَزۡوَ ٰ⁠جِنَاۖ وَإِن یَكُن مَّیۡتَةࣰ فَهُمۡ فِیهِ شُرَكَاۤءُۚ سَیَجۡزِیهِمۡ وَصۡفَهُمۡۚ إِنَّهُۥ حَكِیمٌ عَلِیمࣱ
",8,2,146,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",140,929,"قَدۡ خَسِرَ ٱلَّذِینَ قَتَلُوۤا۟ أَوۡلَـٰدَهُمۡ سَفَهَۢا بِغَیۡرِ عِلۡمࣲ وَحَرَّمُوا۟ مَا رَزَقَهُمُ ٱللَّهُ ٱفۡتِرَاۤءً عَلَى ٱللَّهِۚ قَدۡ ضَلُّوا۟ وَمَا كَانُوا۟ مُهۡتَدِینَ
",8,2,146,117,58,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",141,930,"۞ وَهُوَ ٱلَّذِیۤ أَنشَأَ جَنَّـٰتࣲ مَّعۡرُوشَـٰتࣲ وَغَیۡرَ مَعۡرُوشَـٰتࣲ وَٱلنَّخۡلَ وَٱلزَّرۡعَ مُخۡتَلِفًا أُكُلُهُۥ وَٱلزَّیۡتُونَ وَٱلرُّمَّانَ مُتَشَـٰبِهࣰا وَغَیۡرَ مُتَشَـٰبِهࣲۚ كُلُوا۟ مِن ثَمَرِهِۦۤ إِذَاۤ أَثۡمَرَ وَءَاتُوا۟ حَقَّهُۥ یَوۡمَ حَصَادِهِۦۖ وَلَا تُسۡرِفُوۤا۟ۚ إِنَّهُۥ لَا یُحِبُّ ٱلۡمُسۡرِفِینَ
",8,2,146,118,59,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",142,931,"وَمِنَ ٱلۡأَنۡعَـٰمِ حَمُولَةࣰ وَفَرۡشࣰاۚ كُلُوا۟ مِمَّا رَزَقَكُمُ ٱللَّهُ وَلَا تَتَّبِعُوا۟ خُطُوَ ٰ⁠تِ ٱلشَّیۡطَـٰنِۚ إِنَّهُۥ لَكُمۡ عَدُوࣱّ مُّبِینࣱ
",8,2,146,118,59,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",143,932,"ثَمَـٰنِیَةَ أَزۡوَ ٰ⁠جࣲۖ مِّنَ ٱلضَّأۡنِ ٱثۡنَیۡنِ وَمِنَ ٱلۡمَعۡزِ ٱثۡنَیۡنِۗ قُلۡ ءَاۤلذَّكَرَیۡنِ حَرَّمَ أَمِ ٱلۡأُنثَیَیۡنِ أَمَّا ٱشۡتَمَلَتۡ عَلَیۡهِ أَرۡحَامُ ٱلۡأُنثَیَیۡنِۖ نَبِّـُٔونِی بِعِلۡمٍ إِن كُنتُمۡ صَـٰدِقِینَ
",8,2,147,118,59,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",144,933,"وَمِنَ ٱلۡإِبِلِ ٱثۡنَیۡنِ وَمِنَ ٱلۡبَقَرِ ٱثۡنَیۡنِۗ قُلۡ ءَاۤلذَّكَرَیۡنِ حَرَّمَ أَمِ ٱلۡأُنثَیَیۡنِ أَمَّا ٱشۡتَمَلَتۡ عَلَیۡهِ أَرۡحَامُ ٱلۡأُنثَیَیۡنِۖ أَمۡ كُنتُمۡ شُهَدَاۤءَ إِذۡ وَصَّىٰكُمُ ٱللَّهُ بِهَـٰذَاۚ فَمَنۡ أَظۡلَمُ مِمَّنِ ٱفۡتَرَىٰ عَلَى ٱللَّهِ كَذِبࣰا لِّیُضِلَّ ٱلنَّاسَ بِغَیۡرِ عِلۡمٍۚ إِنَّ ٱللَّهَ لَا یَهۡدِی ٱلۡقَوۡمَ ٱلظَّـٰلِمِینَ
",8,2,147,118,59,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",145,934,"قُل لَّاۤ أَجِدُ فِی مَاۤ أُوحِیَ إِلَیَّ مُحَرَّمًا عَلَىٰ طَاعِمࣲ یَطۡعَمُهُۥۤ إِلَّاۤ أَن یَكُونَ مَیۡتَةً أَوۡ دَمࣰا مَّسۡفُوحًا أَوۡ لَحۡمَ خِنزِیرࣲ فَإِنَّهُۥ رِجۡسٌ أَوۡ فِسۡقًا أُهِلَّ لِغَیۡرِ ٱللَّهِ بِهِۦۚ فَمَنِ ٱضۡطُرَّ غَیۡرَ بَاغࣲ وَلَا عَادࣲ فَإِنَّ رَبَّكَ غَفُورࣱ رَّحِیمࣱ
",8,2,147,119,59,false
6,"سُورَةُ الأَنۡعَامِ","Al-An'aam",146,935,"وَعَلَى ٱلَّذِینَ هَادُوا۟ حَرَّمۡنَا كُلَّ ذِی ظُفُرࣲۖ وَمِنَ ٱلۡبَقَرِ وَٱلۡغَنَمِ حَرَّمۡنَا عَلَیۡهِمۡ شُحُومَهُمَاۤ إِلَّا مَا حَمَلَتۡ ظُهُورُهُمَاۤ أَوِ ٱلۡحَوَایَاۤ أَوۡ مَا ٱخۡتَلَطَ بِعَظۡمࣲۚ ذَ ٰ⁠لِكَ جَزَیۡنَـٰهُم بِبَغۡیِهِمۡۖ وَإِنَّا لَصَـٰدِقُونَ
",8,2,147,119,59,false
